Dates,CL1_Comdty,Momentum,Basis,Basis_Momentum,Skewness,Inflation_Beta,Volatility,Open_Interest,Value,Return,Log Return
2013-09-30,102.33,0.109990237552879,-0.0042020912733312,0.109990237552879,-0.143190990187908,0.105311265455749,0.427516534268046,12745,-0.132243209087204,0.9972064148991204,-0.0027974944421533276
2013-10-31,96.38,0.0454496149256964,0.0028014110811371,0.0454496149256964,-0.0098871409860868,0.105960718164355,0.714471378207713,-101115,-0.153125617565685,0.9968820556929362,-0.0031228152228793744
2013-11-29,92.72,0.0751391465677176,0.0031276962899051,0.0751391465677176,0.0245222773544657,0.0649391812060603,0.845313052960407,-123705,-0.159260391474157,0.9986808726534755,-0.001319998160896959
2013-12-31,98.42,0.106962096502081,0.0013208697419222,0.106962096502081,-0.0234731706578491,0.0649391812060603,0.758470304255669,-17648,-0.276443816003638,1.0080653500155103,0.008032998912308376
2014-01-31,97.49,0.0617512524504462,-0.0080008205969843,0.0617512524504462,0.136576011070204,0.0634032362285639,1.18689692110939,-43431,-0.342426632470373,1.0068701540877416,0.006846662113427345
2014-02-28,102.59,0.0523130577495126,-0.0068232771225266,0.0523130577495126,0.140709574634124,0.0626986865512919,0.938103065378777,98171,-0.461739467044747,1.007538186867685,0.007509916718614108
2014-03-31,101.58,0.0447392780006175,-0.0074817877534948,0.0447392780006175,0.271292481998754,0.0619265658531669,1.34734685764338,-28522,-0.500034955910187,1.0063565735041873,0.006336455699359409
2014-04-30,99.74,0.0258150776509312,-0.0063164226990174,0.0258150776509312,0.372085581315563,0.0613578382155458,3.39614633962564,5138,-0.511715511765706,1.0071582663267307,0.007132767550703234
2014-05-30,102.71,0.098972822597903,-0.0071073897380974,0.098972822597903,0.156713822757546,0.0619909404651138,8.46169945360893,4971,-0.520598556060381,1.0061109519717368,0.006092355826381864
2014-06-30,105.37,0.0912386081193042,-0.0060738350574167,0.0912386081193042,0.122879055376926,0.0619909404651138,1.54062625524073,100469,-0.546167038494105,1.008734073160707,0.008696151789108287
2014-07-31,98.17,0.0166735708367856,-0.008658449628196,0.0166735708367856,0.134981400966552,0.0632424141227207,1.54377210242222,-135115,-0.389135379538201,1.0098926541780677,0.009844042212718512
2014-08-29,95.96,-0.0863562791583357,-0.0097957482284284,-0.0863562791583357,0.119679725314887,0.064003598923413,1.97687346930974,-61911,-0.323576380365008,1.0098593109560208,0.00981102506741991
2014-09-30,91.16,-0.153181607059916,-0.0097630539710399,-0.153181607059916,0.378662430504365,0.0657798631057195,1.52909105437796,-69758,-0.272261146770998,1.0014921661278289,0.001491053954180123
2014-10-31,80.54,-0.212938532199746,-0.0014899428855227,-0.212938532199746,-0.137782246476145,0.0731337187142871,1.68294435787437,2299,-0.0936268158861761,0.9983398732266828,-0.001661506310785049
2014-11-28,66.15,-0.313654285121395,0.0016628873771731,-0.313654285121395,-0.726976819945408,0.0731337187142871,0.611936512860124,-56045,0.128137683982696,0.9919925512104283,-0.008039680585911249
2014-12-31,53.27,-0.425474547023296,0.0080720856016518,-0.425474547023296,-0.658590727443703,0.0731337187142871,0.360562202855649,36387,0.352938060441236,0.9846907532149418,-0.015427643231553441
2015-01-30,48.24,-0.509855720382036,0.0155472636815921,-0.509855720382036,-0.543240866166675,0.0747615799940065,0.315100111770944,243981,0.461273113975894,0.9543536632144226,-0.04672096007443177
2015-02-27,49.76,-0.489588675761617,0.0478295819935692,-0.489588675761617,-0.529010651687325,0.0747615799940065,0.338031725807693,-2099,0.437913448852404,0.9647344953384678,-0.035902349863836315
2015-03-31,47.6,-0.536017155668194,0.0365546218487396,-0.536017155668194,-0.570639818224249,0.0747615799940065,0.275023188806465,29755,0.487097720225522,0.9822105089771043,-0.01794962600732815
2015-04-30,59.63,-0.412974995077771,0.0181116887472748,-0.412974995077771,0.879033709064413,0.0698949722878427,0.618680440113132,97,0.272457566531547,0.9950495049504949,-0.004962789342129125
2015-05-29,60.3,-0.395428113094044,0.0049751243781095,-0.395428113094044,0.81392889368957,0.071886907053435,0.60799602102086,-91121,0.262672504578347,0.9939829516964733,-0.006035223683438135
2015-06-30,59.47,-0.420991140103203,0.0060534723389944,-0.420991140103203,0.913526146479725,0.060082103385744,0.940088797064207,20981,0.283764876026985,0.9913738691352829,-0.008663551282586864
2015-07-31,47.12,-0.552813893897694,0.0087011884550085,-0.552813893897694,0.927855238616956,0.0640163548919831,0.596440945195607,53500,0.549050019942751,0.9853795313438815,-0.014728401014255465
2015-08-31,49.2,-0.48728636932055,0.0148373983739836,-0.48728636932055,0.715593117948372,0.0596146649912847,0.608594717597916,-3656,0.523378618038719,0.9896839332748025,-0.010369646145988506
2015-09-30,45.09,-0.530116715298041,0.0104235972499445,-0.530116715298041,0.80661918630145,0.0659994248385052,0.452821880653058,-100919,0.610611749103988,0.9814619759848326,-0.018712006734521155
2015-10-30,46.59,-0.488920579201404,0.0188881734277742,-0.488920579201404,0.646863639660336,0.0659553403151403,0.484561127781935,66141,0.626571373870814,0.9695065176908751,-0.03096808158775764
2015-11-30,41.65,-0.37037037037037,0.0314525810324131,-0.37037037037037,0.583215178812386,0.0659553403151403,0.460456695511754,-33644,0.739638547961716,0.9703955986376736,-0.03005145697915975
2015-12-31,37.04,-0.440060468631897,0.0305075593952484,-0.440060468631897,0.701547459063557,0.0732023762788686,0.379710934753915,19832,0.888938829735359,0.9529478458049886,-0.04819510315812108
2016-01-29,33.62,-0.368875539703398,0.0493753718024987,-0.368875539703398,0.876803560287104,0.0688835714348801,0.326588492319803,163423,1.0028054862307,0.948566610455312,-0.05280326491915024
2016-02-29,33.75,-0.321744372990354,0.0542222222222222,-0.321744372990354,0.824736159716277,0.0702146842428349,0.298438264357192,-69705,1.01042401289517,0.9645283018867925,-0.036116103482842415
2016-03-31,38.34,-0.229501607717042,0.0367762128325508,-0.229501607717042,0.59125621288336,0.0768083624144845,0.374663726333875,5742,0.885716928918573,0.9835082458770615,-0.016629256971534608
2016-04-29,45.92,-0.0352941176470586,0.0167682926829267,-0.0352941176470586,0.358643400882497,0.0708272361194945,0.585679813822067,-28401,0.716890360966936,0.991318392893196,-0.00871951179967147
2016-05-31,49.1,-0.185737976782753,0.0087576374745417,-0.185737976782753,0.140386471621609,0.0708272361194945,0.734262614889099,-32864,0.66460650312459,0.9861252805549888,-0.01397187306446338
2016-06-30,48.33,-0.198507462686567,0.0140699358576453,-0.198507462686567,0.157001340030482,0.0676197644335825,0.656609991312604,29854,0.692207682564902,0.9827545476021735,-0.017395887265614612
2016-07-29,41.6,-0.300487640827308,0.0175480769230769,-0.300487640827308,0.262938194099085,0.0648235775543562,0.54104417994254,24436,0.846627993219138,0.9865371882586625,-0.013554257059523683
2016-08-31,44.7,-0.0513582342954155,0.0136465324384787,-0.0513582342954155,0.284593665039586,0.0648235775543562,0.50514078966768,42312,0.787643525120979,0.9881196231052848,-0.011951512545883943
2016-09-30,48.24,-0.0195121951219509,0.0120232172470978,-0.0195121951219509,0.226774997370962,0.068500907466108,0.58520248104465,78133,0.716153550571817,0.9873577749683944,-0.01272281792796796
2016-10-31,46.86,0.0057952350289762,0.0128040973111396,0.0057952350289762,0.22183171738373,0.07051545068368,0.603991081225191,-18740,0.730677378079986,0.9821215733015494,-0.01804017655773458
2016-11-30,49.44,0.0611719253058598,0.0182038834951457,0.0611719253058598,0.133865325913598,0.0756926170668547,0.814883946375456,208483,0.6770819980102,0.9828027808269302,-0.017346808844885063
2016-12-30,53.72,0.289795918367347,0.0174981384959048,0.289795918367347,-0.107815726423787,0.0741666018692922,1.03786141108897,-9653,0.571256832607721,0.9885810557843504,-0.011484640962973044
2017-01-31,52.81,0.570791195716836,0.0115508426434388,0.570791195716836,-0.236017213155121,0.0741666018692922,0.839644333897536,118160,0.581352381052162,0.9922836670953518,-0.007746257841308969
2017-02-28,54.01,0.606484235574063,0.007776337715238,0.606484235574063,-0.199310696588392,0.0744577098474862,0.909240925808994,-62191,0.558883733166204,0.9907969453691012,-0.009245664366132682
2017-03-31,50.6,0.49925925925926,0.0092885375494071,0.49925925925926,-0.127456690356903,0.0738951350728095,0.704414481216854,108155,0.628491088915408,0.994155582426441,-0.0058615630180080406
2017-04-28,49.33,0.286645800730308,0.0058787755929454,0.286645800730308,0.103563648120164,0.0738951350728095,0.68455352875479,-39197,0.667576378230289,0.9950576606260296,-0.004954593124683341
2017-05-31,48.32,0.0522648083623694,0.0049668874172186,0.0522648083623694,-0.497347713441425,0.0738951350728095,0.642711575932184,17108,0.676832636281924,0.994599265500108,-0.005415371189497262
2017-06-30,46.04,-0.0623217922606922,0.005430060816681,-0.0623217922606922,-0.259057011694549,0.056284371323132,0.594568620695804,-32210,0.720525608360921,0.9982093115797852,-0.0017922936192844227
2017-07-31,50.17,0.206009615384616,0.0017939007374925,0.206009615384616,0.0657927138358625,0.0515132448514463,0.680855874168447,53499,0.631235239188987,0.9847789824854044,-0.015338046251287847
2017-08-31,47.23,0.135336538461539,0.0154562777895406,0.135336538461539,0.165824901276177,0.0403287117289735,0.721687971743604,75177,0.686365166870401,0.9946102021174206,-0.005404375246143182
2017-09-29,51.67,0.15592841163311,0.0054190052254694,0.15592841163311,0.190290095505948,0.0262554171038329,0.908201528211956,159533,0.588416698681855,0.9961531416010259,-0.003854276589341551
2017-10-31,54.38,0.127280265339967,0.0038617138653918,0.127280265339967,0.219678660503652,0.0262554171038329,1.20391519168576,47479,0.529364345225575,0.9991296779808528,-0.000870700969244032
2017-11-30,57.4,0.224925309432352,0.0008710801393729,0.224925309432352,-0.0297113916403829,0.0304855158981313,12.4632561169966,14327,0.463933048279696,0.9996690933156851,-0.00033096144601277213
2017-12-29,60.42,0.222087378640777,0.0003310162197947,0.222087378640777,-0.0247856040754758,0.0406766198985328,4.35223698884886,-66679,0.42164663646441,1.002633209417596,0.0026297485957254654
2018-01-31,64.73,0.204951600893523,-0.0026262938359339,0.204951600893523,-0.0431399564706437,0.0457061045905226,0.685963909749832,191248,0.36936429769814,1.0027655767040833,0.002761759532996914
2018-02-28,61.64,0.167203181215679,-0.0027579493835172,0.167203181215679,-0.0109294371260311,0.0387397458123277,0.844905902285647,-186540,0.423241845359824,1.0010790812394017,0.001078499449735683
2018-03-30,64.94,0.202369931494168,-0.0010779180782259,0.202369931494168,-0.0973866217449657,0.066164779261491,0.739975452710368,58976,0.3897900762121,1.0013142523364484,0.0013133894627862523
2018-04-30,68.57,0.390026353131968,-0.0013125273443195,0.390026353131968,-0.499943087668399,0.066164779261491,0.594672418501551,113853,0.335398721590527,1.0019429083843971,0.0019410233791022202
2018-05-31,67.04,0.359010743969187,-0.0019391408114559,0.359010743969187,-0.337961412827859,0.0634141964372237,1.08096553426472,-9106,0.363535877406447,1.0233232128070662,0.02305538311701013
2018-06-29,74.15,0.534561258278146,-0.0227916385704654,0.534561258278146,-0.522294290920968,0.0638617268574543,0.767285245137462,-134819,0.269213517797857,1.0167085612893687,0.016570508927800005
2018-07-31,68.76,0.493483927019983,-0.0164339732402561,0.493483927019983,-0.584358038980232,0.0638617268574543,0.954052887688973,-141969,0.350239549854563,1.0061986449473834,0.006179512371116693
2018-08-31,69.8,0.391269683077537,-0.0061604584527219,0.391269683077537,-0.455305353767002,0.06445110103911,0.429354293623049,-58617,0.339239272943182,1.0026006022447302,0.0025972265300401296
2018-09-28,73.25,0.550921024772391,-0.0025938566552901,0.550921024772391,-0.727505276214844,0.06445110103911,0.425565685615687,-46180,0.296034465910127,0.9980134474327629,-0.00198852837992581
2018-10-31,65.31,0.26398296884072,0.0019905068136578,0.26398296884072,-0.699463071473717,0.06445110103911,0.493034588471072,-162340,0.415135173088306,0.9968682716774319,-0.0031366424461934756
2018-11-30,50.93,-0.0634424420742922,0.0031415668564698,-0.0634424420742922,-1.00986136862515,0.0911170800725657,1.21437385731954,-35495,0.670995741291167,0.9932195975503062,-0.00680349381675016
2018-12-31,45.41,-0.248427672955975,0.0068266901563531,-0.248427672955975,-0.560123186427016,0.0948514995335656,1.22965050217276,58138,0.799396422522444,0.9953737971872687,-0.004636936806846891
2019-01-31,53.79,-0.109731876861966,0.004647704034207,-0.109731876861966,-0.248683380711475,0.05775509841511,0.456504860603871,-44060,0.627882877589517,0.9932303419545218,-0.006792676122327577
2019-02-28,57.22,-0.116020392399196,0.0068157986717931,-0.116020392399196,-0.243704714281653,0.0649502811109622,0.41625945722915,-3418,0.562549182095434,0.997677504976775,-0.0023251961979117637
2019-03-29,60.14,-0.0243348475016227,0.0023279015630195,-0.0243348475016227,-0.423590016248488,0.0657338002441883,0.390198068839317,-100289,0.503030102996641,0.9989059080962801,-0.0010946908591815245
2019-04-30,63.91,-0.015860794579612,0.0010952902519167,-0.015860794579612,-0.432150684702654,0.06642304668718,0.522212565124956,187740,0.432826021292944,0.9973900074571216,-0.002613404511516876
2019-05-31,53.5,-0.21977541198775,0.0026168224299065,-0.21977541198775,-0.181007410984477,0.0759738123586873,0.924498028827425,-72638,0.57408996900013,0.9991455912508543,-0.0008547739643444975
2019-06-28,58.47,-0.127834128878282,0.0008551393877203,-0.127834128878282,-0.318437110034269,0.0759738123586873,0.865633309037619,-51081,0.485257820714512,0.9991471942691454,-0.0008531695765363408
2019-07-31,58.58,-0.209979770734997,0.000853533629225,-0.209979770734997,-0.231431389438784,0.0759738123586873,0.525204348072439,34211,0.406042717870075,1.0038258334851522,0.003818533597071036
2019-08-30,55.1,-0.198662012798139,-0.0038112522686025,-0.198662012798139,-0.253329226174113,0.0757289577075021,0.613946682485016,6957,0.424629722696381,1.0016672841793257,0.0016658958040549226
2019-09-30,54.07,-0.26184300341297,-0.0016645089698539,-0.26184300341297,-0.0812613128572189,0.0757289577075021,0.784426549607919,9381,0.425191981461174,0.9987096774193548,-0.0012911557636199273
2019-10-31,54.18,-0.260341296928328,0.0012919896640826,-0.260341296928328,-0.123414691800097,0.0734724989463843,1.01651487375851,-23835,0.348792638223894,1.000544069640914,0.0005439216886887193
2019-11-29,55.17,-0.155259531465319,-0.0005437737901032,-0.155259531465319,-0.334113622317306,0.0654149072764133,0.845187238724897,143343,0.290376394079196,1.0047720914925127,0.004760741159467856
2019-12-31,61.06,0.198900451600235,-0.004749426793318,0.198900451600235,-0.243053696728595,0.0654149072764133,0.969196651326547,-43188,0.1427950866714,0.9976780185758515,-0.002324681403359687
2020-01-31,51.56,0.135432724069588,0.0023273855702095,0.135432724069588,-0.355799877865222,0.0669095031176605,2.8409634291743,81903,0.246174028516057,0.9959946595460614,-0.004013383313458676
2020-02-28,44.76,-0.167875069715561,0.0040214477211795,-0.167875069715561,-0.482305695905594,0.0669095031176605,14.0645502272258,-20508,0.346043714063993,0.835577315381477,-0.17963239736871417
2020-03-31,20.48,-0.659461257066844,0.19677734375,-0.659461257066844,-1.50801073925861,0.0669095031176605,0.988628902398861,131479,1.04566498292686,0.8622425629290618,-0.1482186523933822
2020-04-30,18.84,-0.686730961090788,0.159766454352442,-0.686730961090788,-1.56632909631613,0.0442311513718075,1.00658113324415,-37184,1.06849369124906,0.990234375,-0.009813621448324622
2020-05-29,35.49,-0.444687842278204,0.009861932938856,-0.444687842278204,1.34207985065208,0.0436041658616435,4.53816165646147,-160745,0.371924756805029,0.998220640569395,-0.0017809443709948087
2020-06-30,39.27,-0.328373524884556,0.0017825311942958,-0.328373524884556,1.20635512384488,0.0436041658616435,3.22826626974599,-134125,0.254675775983611,0.992605373428642,-0.007422102354992952
2020-07-31,40.27,-0.311270737130152,0.0074497144276135,-0.311270737130152,1.25848473004621,0.0435620292055495,2.7578144653204,-2326,0.177450151656117,0.9932400932400932,-0.006782858422150649
2020-08-31,42.61,-0.226678765880218,0.0068059141046703,-0.226678765880218,1.11392543217692,0.0483533941557026,2.93318734769392,55010,0.0928322343755894,0.9938225846305906,-0.006196574543268189
2020-09-30,40.22,-0.27005444646098,0.006215813028344,-0.27005444646098,1.21579206919762,0.0490269241630793,3.6177695513848,17327,0.150556817542904,0.9900414937759336,-0.010008423826839221
2020-10-30,35.79,-0.338080266321435,0.0100586756077117,-0.338080266321435,1.25112824329424,0.0468445762153377,5.12819441082184,-55229,0.250504534633721,0.9962645572401672,-0.0037424369491674725
2020-11-30,45.34,-0.178176545223854,0.0037494486104983,-0.178176545223854,0.964445159177002,0.0468445762153377,3.0065082962971,104063,-0.0429136124641686,0.9977380217972445,-0.0022645403398450763
2020-12-31,48.52,-0.120536523472902,0.0022671063478978,-0.120536523472902,0.986634412513642,0.0503274739549865,3.26319091576258,27243,-0.0921728652204259,1.002304147465438,0.002301496988279389
2021-01-29,52.2,-0.145103177202751,-0.0022988505747126,-0.145103177202751,1.01091012013712,0.0459460416228535,2.79725202533084,193707,-0.196838443514497,1.004409603135718,0.004399909322609204
2021-02-26,61.5,0.192785104732351,-0.004390243902439,0.192785104732351,0.837260096384647,0.0459460416228535,2.36221690888608,154318,-0.369082220151038,0.9996620479891855,-0.00033800912946462387
2021-03-31,59.16,0.32171581769437,0.0003380662609873,0.32171581769437,0.817628022019649,0.0459460416228535,2.53595092935688,-154913,-0.328084461647653,1.0015752993068683,0.0015740598244483003
2021-04-30,63.58,2.1044921875,-0.0015728216420257,2.1044921875,2.0432112975137,0.0446019732888498,2.25344604373585,33583,-0.404993372900108,1.0033282904689864,0.0033227639693989655
2021-05-31,66.32,0.868695407156945,-0.0033172496984318,0.868695407156945,0.30806353147703,0.04435619155494,2.2965524681601,104504,-0.434025116835342,1.0096193486326783,0.009573377273191006
2021-06-30,73.47,1.07016060862215,-0.0095276983802913,1.07016060862215,0.215939817688979,0.0483973278554661,2.21422751013422,-95660,-0.515032931371374,1.0098320360507989,0.009784016083830414
2021-07-30,73.95,0.883116883116883,-0.00973630831643,0.883116883116883,0.41171398904025,0.0485245177598629,2.19149480752744,-70705,-0.486676363532988,1.0035159683562846,0.0035098017896184794
2021-08-31,68.5,0.70101812763844,-0.0035036496350364,0.70101812763844,0.406815158225733,0.0485245177598629,2.195024994716,-245355,-0.383550896009444,1.0044176706827308,0.004407941418865632
2021-09-30,75.03,0.760854259563482,-0.0043982407037185,0.760854259563482,0.329111795391836,0.0508492226546396,2.10860005774084,102539,-0.451786810043452,1.0218879921741255,0.021651889076848365
2021-10-29,83.57,1.07782197911487,-0.0214191695584539,1.07782197911487,0.11347202934406,0.0505278283076184,1.82669856003441,-52245,-0.537544539048531,1.0050113895216404,0.004998874304176337
2021-11-30,66.18,0.849119865884325,-0.0049864007252948,0.849119865884325,-0.442669180727236,0.0505345764644054,2.12878749427834,-91193,-0.299300292233092,1.0044070512820513,0.004397368668975147
2021-12-31,75.21,0.65880017644464,-0.0043877143996808,0.65880017644464,-1.0350719914251,0.0567383519220682,1.38155464616152,-166372,-0.433184603862623,1.0191929702855822,0.01901110852545878
2022-01-31,88.15,0.688697318007663,-0.0188315371525809,0.688697318007663,-0.866422794969044,0.0622842925790685,1.09647846127581,233183,-0.576663280467539,1.0237433155080213,0.023465826745531205
2022-02-28,95.72,0.556422764227642,-0.023192645215211,0.556422764227642,-0.976268782716455,0.0613759945101075,1.16612997311887,-6875,-0.659050634663832,1.0178643930166464,0.01770670003775555
2022-03-31,100.28,0.630569105691057,-0.0175508575987237,0.630569105691057,-1.03627534912108,0.053244501837218,1.23171316499657,-287946,-0.698346152478257,1.0170001942879348,0.016857308106655148
2022-04-29,104.69,0.769607843137255,-0.016716018721941,0.769607843137255,-1.26607692835898,0.0523135178272605,1.18719253307031,-52970,-0.738647319112997,1.024662675364132,0.024363461220277244
2022-05-31,114.67,0.803554576910979,-0.0240690677596582,0.803554576910979,-1.28130689465773,0.0523135178272605,1.15910909482509,35622,-0.807040320007423,1.025800193986421,0.025472985080461936
2022-06-30,105.76,0.59469240048251,-0.0251512859304086,0.59469240048251,-0.962368449599484,0.0329931422956129,1.14284369008527,-157712,-0.709780739468281,1.019328165374677,0.019143748886088937
2022-07-29,98.62,0.34231659180618,-0.0189616710606368,0.34231659180618,-0.658101453849463,0.0321995273550921,1.21516922869602,-20601,-0.642629891912189,1.0058407278445467,0.0058237369211408905
2022-08-31,89.55,0.210953346855984,-0.0058068118369625,0.210953346855984,-0.480973307513356,0.0353002832825291,1.25754228640339,-141651,-0.514483036246418,1.0097815040650406,0.009733974841023273
2022-09-30,79.49,0.16043795620438,-0.0096867530506981,0.16043795620438,-0.44647401008131,0.0346754715217384,1.41090236926934,28840,-0.379733811587573,1.013231850117096,0.013145073824123301
2022-10-31,86.53,0.0354194088787845,-0.0130590546631225,0.0354194088787845,-0.32238256984282,0.0356487666900171,1.2811329551675,-42707,-0.42992986326697,0.9986362509298289,-0.0013646798222387284
2022-11-30,80.55,-0.0361373698695703,0.0013656114214772,-0.0361373698695703,-0.199156820431947,0.0361774766695968,1.39808706788622,-33315,-0.358316798271305,0.9976382846488503,-0.002364508599621474
2022-12-30,80.26,0.212753097612572,0.0023673062546723,0.212753097612572,0.0383952729746275,0.0369062330089363,1.40277305837932,19943,-0.305936319855002,0.9962106858658584,-0.003796511773442767
2023-01-31,78.87,0.0486637415237337,0.0038037276531,0.0486637415237337,0.2352518155445,0.0369062330089363,1.58308152657451,285653,-0.259325902844086,0.9981862935613421,-0.0018153531956377367
2023-02-28,77.05,-0.125921724333522,0.0018170019467878,-0.125921724333522,0.114286053834722,0.0367899928242567,1.35797600039323,23834,-0.221455057656892,0.9982849604221636,-0.0017165119418957105
2023-03-31,75.67,-0.209465106560802,0.0017179859918063,-0.209465106560802,0.270375415378796,0.0361923628973307,1.20675750791418,87945,-0.145502807076552,1.0022190314580341,0.002216573043922045
2023-04-28,76.78,-0.234343837255684,-0.0022141182599635,-0.234343837255684,0.341215523144031,0.0361923628973307,0.621967712893359,43612,-0.160065215942774,0.9978018757327082,-0.0022005436885483122
2023-05-31,68.09,-0.349603591556023,0.0022029666617711,-0.349603591556023,0.542077191494028,0.0361923628973307,0.427724236209489,40990,-0.0441498630661617,0.9980220401243289,-0.001979918621612719
2023-06-30,70.64,-0.383971396180343,0.0019818799547,-0.383971396180343,0.392011386328219,0.0354751953001635,0.409123303998702,-100156,-0.0636535015785028,1.0059026069847516,0.005885254848555534
2023-07-31,81.8,-0.170553640235246,-0.0058679706601467,-0.170553640235246,0.535408084649956,0.0335019325335884,0.398629616980218,-72534,-0.249827047916647,1.008076181292189,0.008043743472162513
2023-08-31,83.63,-0.151997566416548,-0.008011479134282,-0.151997566416548,0.462165442422077,0.0333562156008549,0.39998572865882,-75799,-0.281060007276814,1.02240990990991,0.022162497385541515
2023-09-29,90.79,0.0138470128419876,-0.0219187135147043,0.0138470128419876,0.202687678488724,0.0337497264925145,0.391101293351918,100089,-0.365035982230605,1.0064596273291926,0.006438853350026851
2023-10-31,81.02,0.0192477041137249,-0.0064181683534929,0.0192477041137249,0.224468492480526,0.0337497264925145,0.360694919504119,-103104,-0.252440818915519,0.9988165680473372,-0.001184132761216805
2023-11-30,75.96,-0.122154166185138,0.0011848341232227,-0.122154166185138,0.51609334716279,0.0346939806997511,0.393136398242751,-22020,-0.195427070643227,0.9973552338530067,-0.002648269719763259
2023-12-29,71.65,-0.110490378646803,0.0026517794836007,-0.110490378646803,0.518310327997573,0.0270851303234925,0.509386747094406,-67307,-0.158853329828617,1.0018491612732796,0.0018474536793259841
2024-01-31,75.85,-0.0549464241216048,-0.0018457481872116,-0.0549464241216048,0.349472700279056,0.0239127293229113,0.585196396060299,185051,-0.235606162629064,1.010458360232408,0.010404049919388744
2024-02-29,78.26,-0.0077342462279702,-0.0103501150012778,-0.0077342462279702,0.215444935576183,0.0331660713108421,0.737686448043387,-152072,-0.279241772107249,1.0090997330744964,0.009058579969924777
