,Open,High,Low,Close,Volume,Dividends,Stock Splits,Repaired?,MOM_vol_adj,Skewness,Volatility,Liquidity,Market_Cap
2010-09-07,29.55777395055525,29.66915198489383,28.838106280160336,28.992321014404297,10733100,0.0,0.0,False,,,,,
2010-09-08,29.02659168162089,29.215073814850737,28.915213647282314,28.992321014404297,8370900,0.0,0.0,False,,,,,
2010-09-09,29.42070130742003,29.549214704884527,29.129407105634424,29.197948455810547,6990600,0.0,0.0,False,,,,,
2010-09-10,29.266481530016737,29.36929026945803,29.17223882376601,29.25791549682617,7362900,0.0,0.0,False,,,,,
2010-09-13,29.489231683787946,29.70341844477384,29.060858161816142,29.36072158813477,8826700,0.0,0.0,False,,,,,
2010-09-14,29.32645213197122,29.32645213197122,28.88951255955392,29.172237396240234,7761800,0.0,0.0,False,,,,,
2010-09-15,29.13796467038289,29.48923081734981,29.026589911068616,29.309314727783203,7262300,0.0,0.0,False,,,,,
2010-09-16,29.20650923263982,29.29218263670538,28.88094441437513,29.275047302246094,7297600,0.0,0.0,False,,,,,
2010-09-17,29.45496571359622,29.75482588621875,29.437830379699108,29.609180450439453,19012800,0.0,0.0,False,,,,,
2010-09-20,29.60918229772558,29.977583828920743,29.583477661160845,29.90047645568848,10219200,0.0,0.0,False,,,,,
2010-09-21,29.909033964150392,29.9690059853228,29.36071647444265,29.557767868041992,11630600,0.0,0.0,False,2.7530171273918014,,,,
2010-09-22,29.617745951761677,29.823366686606235,29.043726983548066,29.120834350585938,9897700,0.0,0.0,False,0.5004106177475219,,,,
2010-09-23,28.84666986647976,28.898075862945117,28.272650946320223,28.375459671020508,18090900,0.0,0.0,False,-2.4043181292940217,,,,
2010-09-24,28.598221218062985,28.975188793246407,28.53824917810724,28.76957130432129,10657100,0.0,0.0,False,-1.303274913936817,,,,
2010-09-27,28.78670003274472,28.83810603312926,28.51254123382187,28.52111053466797,7884000,0.0,0.0,False,-2.2265415507780104,,,,
2010-09-28,28.58964403500364,28.675320688630094,28.221242594985245,28.46113395690918,12863900,0.0,0.0,False,-1.9071370772995644,,,,
2010-09-29,28.29835481609423,28.42686818452152,27.99849464740484,28.281219482421875,9231200,0.0,0.0,False,-2.789299990292126,,,,
2010-09-30,28.43543141070316,28.69245812218955,28.127005239734203,28.35832405090332,14459500,0.0,0.0,False,-2.462724421321515,,,,
2010-10-01,28.529673200036843,28.7695645719539,28.37545848531527,28.56394386291504,12916300,0.0,0.0,False,-2.8825024412372926,,,,
2010-10-04,28.46969882744549,28.786694262364087,28.341188754590405,28.39259147644043,10708300,0.0,0.0,False,-4.456525153461204,,,,
2010-10-05,28.606784307082684,29.120834512944743,28.58108294067033,28.983755111694336,14555400,0.0,0.0,False,-1.4214439972947017,,,,
2010-10-06,28.992325580053507,29.11226966596941,28.6496253903813,28.889516830444336,11339900,0.0,0.0,False,-0.6149020137645854,,,,
2010-10-07,28.94091004022113,29.1122600786277,28.855236655132924,29.05228805541992,9029800,0.0,0.0,False,2.489737406530292,,,,
2010-10-08,29.103704198480827,29.729129278810948,28.95805547115393,29.56634521484375,12971700,0.0,0.0,False,2.729598417574686,,,,
2010-10-11,29.57490393894022,29.76338930633485,29.497796585754244,29.61774063110352,5347500,0.0,0.0,False,4.113156426579543,,,,
2010-10-12,29.437831139513857,29.652017916409932,29.09513098918779,29.540639877319336,9077900,0.0,0.0,False,4.0416866605576365,,,,
2010-10-13,29.69484799984512,30.15749211920333,29.634875977139068,29.909034729003903,14425700,0.0,0.0,False,6.385697945318205,,,,
2010-10-14,29.806232763077027,29.94331217004806,29.626316654220837,29.857635498046875,7358700,0.0,0.0,False,5.697605774747319,,,,
2010-10-15,30.02041641356576,30.11465910883456,29.609178235490543,29.883337020874023,9641200,0.0,0.0,False,4.94413790893894,,,,
2010-10-18,29.840502547728324,29.98614798346869,29.557774440847712,29.771961212158203,6926200,0.0,0.0,False,5.349801125346031,,,,
2010-10-19,29.557769013852894,29.64344239935461,29.129395549884016,29.33501625061035,9554500,0.0,0.0,False,1.3381001942889372,,,,
2010-10-20,29.360719544183283,29.77195770446012,29.360719544183283,29.660579681396484,10107800,0.0,0.0,False,2.8404615333919505,,,,
2010-10-21,29.78052651475545,30.020417915137863,29.52350304913136,29.71198844909668,16888400,0.0,0.0,False,2.4309894603702626,,,,
2010-10-22,29.703418674299066,29.977580737251685,29.386423180695004,29.96044540405273,9598800,0.0,0.0,False,1.666067713035586,,,,
2010-10-25,30.123225567034435,30.603005082355903,30.0718195684616,30.3802490234375,11230400,0.0,0.0,False,2.876210080408227,,,,
2010-10-26,30.097522162735427,30.81718975284437,29.977578109088995,30.80862045288086,14800400,0.0,0.0,False,4.555555230952958,,,,
2010-10-27,30.500190447099143,30.808619875397472,30.38881569550385,30.774349212646484,11752600,0.0,0.0,False,3.1868400682773355,,,,
2010-10-28,30.80006034775782,31.28840595627552,30.791491046145385,31.27983665466309,14226000,0.0,0.0,False,4.842758391647034,,,,
2010-10-29,31.279832836984955,31.279832836984955,30.69724785945129,30.95427131652832,12926000,0.0,0.0,False,3.284131550046081,,,,
2010-11-01,31.022809853537765,31.26270124960528,30.63727302792089,30.868595123291016,8454000,0.0,0.0,False,3.396490523161065,,,,
2010-11-02,31.159886564533195,31.228427891281317,30.928564489103813,30.9371337890625,16355300,0.0,0.0,False,6.213890661815273,,,,
2010-11-03,30.945703759008406,31.21129653161176,30.80005832347901,31.091352462768555,12050100,0.0,0.0,False,5.638179642197139,,,,
2010-11-04,31.27126127205478,31.836714084875062,31.236990612312947,31.7253360748291,16674900,0.0,0.0,False,6.934705441668205,,,,
2010-11-05,31.511160951947545,31.930968517726555,31.511160951947545,31.870996475219727,9712900,0.0,0.0,False,6.527338881052327,,,,
2010-11-08,31.74247401994567,31.819581376602635,31.60539463791443,31.75104331970215,6802600,0.0,0.0,False,4.596658790273344,,,,
2010-11-09,31.862417632274635,31.896688294368456,31.425478129384206,31.57969284057617,7600000,0.0,0.0,False,2.6004793457152955,,,,
2010-11-10,31.62253494277562,31.699642311559995,31.279834799682657,31.691076278686523,7857200,0.0,0.0,False,3.122041830761979,,,,
2010-11-11,31.596831163944262,32.03377070821427,30.11465920443744,30.782920837402344,37821800,0.0,0.0,False,-1.2575590299652595,,,,
2010-11-12,31.494016498230497,32.55638415608185,31.35693711672357,32.34219741821289,39192700,0.0,0.0,False,2.2091726632763837,,,,
2010-11-15,32.059465662948945,32.26508634564159,31.81957758999908,31.913820266723636,11658400,0.0,0.0,False,1.614198135943293,,,,
2010-11-16,31.588266811356288,31.948102317321744,31.451187396757792,31.631103515625,12409800,0.0,0.0,False,1.0510091097614584,,,,
2010-11-17,31.528289025558585,31.973797858865435,31.442615632635533,31.888124465942383,10600500,0.0,0.0,False,1.1970763340566892,,,,
2010-11-18,31.870987517201712,32.36789905376665,31.870987517201712,32.19655227661133,9520400,0.0,0.0,False,0.7181706901203194,,,,
2010-11-19,31.78530971629711,31.98236438574735,31.485449598838336,31.708202362060547,13691800,0.0,0.0,False,-0.2397456598480278,,,,
2010-11-22,31.596829197259108,31.74247461354018,31.288399764863524,31.656801223754883,6558800,0.0,0.0,False,-0.1394961446267235,,,,
2010-11-23,31.29697160631333,31.374078978725933,30.842896673345205,30.94570541381836,11925900,0.0,0.0,False,-0.896057663517521,,,,
2010-11-24,31.151330527969144,31.682512907779984,31.099924516414006,31.58827018737793,9098200,0.0,0.0,False,-0.13806222526505058,,,,
2010-11-26,31.27982959012274,31.63966500726394,31.21129153385742,31.44261360168457,3490900,0.0,0.0,False,1.00224002697513,,,,
2010-11-29,31.228427180499136,31.451179950899814,30.928563785146743,31.20272254943848,8495200,0.0,0.0,False,-2.6945644509898714,,,,
2010-11-30,30.87716772111488,31.55399874633449,30.86003238612098,31.27983665466309,17578900,0.0,0.0,False,-1.562532738513603,,,,
2010-12-01,31.82814908776401,32.05090184686048,31.73390640452817,31.80244445800781,15010900,0.0,0.0,False,0.39543785387071656,,,,
